Order_ID,Order_Date,Shipment_ID,Shipment_Date,Tax_Calculated_Date (UTC),Posted_Date,Marketplace,Merchant_ID,Fulfillment,ASIN,TS01,Transaction_Type,Tax_Collection_Model,Tax_Collection_Responsible_Party,Product_Tax_Code,Quantity,Currency,Buyer_Exemption_Code,Buyer_Exemption_Domain,Buyer_Exemption_Certificate_Id,Display_Price,Display_Price_Tax_Inclusive,TaxExclusive_Selling_Price,Total_Tax,Total_Tax_Collected_By_Amazon,Financial_Component,Ship_From_City,Ship_From_State,Ship_From_Country,Ship_From_Postal_Code,Ship_From_Tax_Location_Code,Ship_To_City,Ship_To_State,Ship_To_Country,Ship_To_Postal_Code,Ship_To_Location_Code,Taxed_Location_Code,Tax_Address_Role,Jurisdiction_Level,Jurisdiction_Name,Display_Promo_Amount,Display_Promo_Tax_Inclusive,isPromoApplied,postPromoTaxableBasis,prePromoTaxableBasis,Promo_Amount_Basis,Promo_ID_Domain,promoAmountTax,Promotion_Identifier,Promo_Rule_Reason_Code,Promo_Tax_Price_Type,Tax_Amount,Tax_Amount_Collected_By_Amazon,Taxed_Jurisdiction_Tax_Rate,Tax_Category,Tax_Type,Tax_Calculation_Reason_Code,NonTaxable_Amount,Taxable_Amount
,,,,2024-04-01+12:42:53,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.75,FALSE,0.75,0,0,,,NJ,,,310150000,WEST CHESTER,PA,US,,390290000,390290000,ShipTo,State,PA,,,Y,0,0,-0.75,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0.06,Tax,Sales and Use Tax,Taxable,0,0
,,,,2024-04-01+12:42:53,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.75,FALSE,0.75,,,,,NJ,,,310150000,WEST CHESTER,PA,US,,390290000,390290000,ShipTo,City,NOT APPLICABLE,,,Y,0,0,-0.75,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,NonTaxable,0,0
,,,,2024-04-01+12:42:53,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.75,FALSE,0.75,,,,,NJ,,,310150000,WEST CHESTER,PA,US,,390290000,390290000,ShipTo,County,NOT APPLICABLE,,,Y,0,0,-0.75,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,NonTaxable,0,0
,,,,2024-04-01+12:42:53,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.75,FALSE,0.75,,,,,NJ,,,310150000,WEST CHESTER,PA,US,,390290000,390290000,ShipTo,District,NOT APPLICABLE,,,Y,0,0,-0.75,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,NonTaxable,0,0
,,,,2024-04-01+12:42:53,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,0.78,,,NJ,,,310150000,WEST CHESTER,PA,US,,390290000,390290000,ShipTo,State,PA,,,,,,,,,,,,,0.78,0.06,Tax,Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-01+12:42:53,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,NJ,,,310150000,WEST CHESTER,PA,US,,390290000,390290000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+12:42:53,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,NJ,,,310150000,WEST CHESTER,PA,US,,390290000,390290000,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+12:42:53,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,NJ,,,310150000,WEST CHESTER,PA,US,,390290000,390290000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+14:14:21,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,1.34,,,CA,,,470590000,LANCASTER,CA,US,,050371710,050371710,ShipTo,State,CA,,,,,,,,,,,,,0.78,0.06,Tax,Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-01+14:14:21,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,CA,,,470590000,LANCASTER,CA,US,,050371710,050371710,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+14:14:21,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,CA,,,470590000,LANCASTER,CA,US,,050371710,050371710,ShipTo,County,LOS ANGELES,,,,,,,,,,,,,0.16,0.0125,Tax,Local Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-01+14:14:21,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,CA,,,470590000,LANCASTER,CA,US,,050371710,050371710,ShipTo,District,MEASURE H TRANSACTIONS AND USE TAX (LACH),,,,,,,,,,,,,0.03,0.0025,Tax,Local Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-01+14:14:21,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,CA,,,470590000,LANCASTER,CA,US,,050371710,050371710,ShipTo,District,METROPOLITAN TRANSIT DISTRICT (LAMT),,,,,,,,,,,,,0.07,0.005,Tax,Local Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-01+14:14:21,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,CA,,,470590000,LANCASTER,CA,US,,050371710,050371710,ShipTo,District,TRANSACTIONS AND USE TAX (LAMA),,,,,,,,,,,,,0.06,0.005,Tax,Local Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-01+14:14:21,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,CA,,,470590000,LANCASTER,CA,US,,050371710,050371710,ShipTo,District,TRANSACTIONS AND USE TAX (LCTU),,,,,,,,,,,,,0.1,0.0075,Tax,Local Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-01+14:14:21,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,CA,,,470590000,LANCASTER,CA,US,,050371710,050371710,ShipTo,District,TRANSIT DISTRICT (LACT),,,,,,,,,,,,,0.07,0.005,Tax,Local Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-01+14:14:21,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,CA,,,470590000,LANCASTER,CA,US,,050371710,050371710,ShipTo,District,TRANSPORTATION COMMISSION (LATC),,,,,,,,,,,,,0.07,0.005,Tax,Local Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-01+04:22:46,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,0.78,,,FL,,,100950000,Naples,FL,US,,100210000,100210000,ShipTo,State,FL,,,,,,,,,,,,,0.78,0.06,Tax,Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-01+04:22:46,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,FL,,,100950000,Naples,FL,US,,100210000,100210000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+04:22:46,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,FL,,,100950000,Naples,FL,US,,100210000,100210000,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+04:22:46,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,FL,,,100950000,Naples,FL,US,,100210000,100210000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+14:56:29,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,0.95,,,WI,,,500790810,STOCKTON,IL,US,,140850000,140850000,ShipTo,State,IL,,,,,,,,,,,,,0.82,0.0625,Tax,Retailers'/Service Occupation and Use/Service Use Tax,Taxable,0,13.08
,,,,2024-04-01+14:56:29,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,WI,,,500790810,STOCKTON,IL,US,,140850000,140850000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+14:56:29,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,WI,,,500790810,STOCKTON,IL,US,,140850000,140850000,ShipTo,County,JO DAVIESS,,,,,,,,,,,,,0.13,0.01,Tax,Local Sales Tax,Taxable,0,13.08
,,,,2024-04-01+14:56:29,2024-04-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,WI,,,500790810,STOCKTON,IL,US,,140850000,140850000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+15:43:43,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,1.28,,,TN,,,431570560,WHITE HOUSE,TN,US,,431652042,431652042,ShipTo,State,TN,,,,,,,,,,,,,0.92,0.07,Tax,Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-01+15:43:43,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,TN,,,431570560,WHITE HOUSE,TN,US,,431652042,431652042,ShipTo,State,TN,,,,,,,,,,,,,0,0,Tax,State Single Article Tax,NonTaxable,13.08,0
,,,,2024-04-01+15:43:43,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,TN,,,431570560,WHITE HOUSE,TN,US,,431652042,431652042,ShipTo,City,WHITE HOUSE,,,,,,,,,,,,,0.07,0.005,Tax,Local Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-01+15:43:43,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,TN,,,431570560,WHITE HOUSE,TN,US,,431652042,431652042,ShipTo,County,SUMNER,,,,,,,,,,,,,0.29,0.0225,Tax,Local Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-01+15:43:43,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,TN,,,431570560,WHITE HOUSE,TN,US,,431652042,431652042,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+16:33:36,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,Standard,Seller,A_GEN_NOTAX,1,USD,,,,13.08,FALSE,13.08,0,0,,,NJ,,,310150000,Wilmington,DE,US,,080030000,080030000,ShipTo,State,DE,,,,,,,,,,,,0,,0,Tax,Occupation Use Tax / No Sales or Use Tax Imposed,NonTaxable,13.08,0
,,,,2024-04-01+16:33:36,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,Standard,Seller,A_GEN_NOTAX,1,USD,,,,13.08,FALSE,13.08,,,,,NJ,,,310150000,Wilmington,DE,US,,080030000,080030000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,0,,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+16:33:36,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,Standard,Seller,A_GEN_NOTAX,1,USD,,,,13.08,FALSE,13.08,,,,,NJ,,,310150000,Wilmington,DE,US,,080030000,080030000,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,0,,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+16:33:36,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,Standard,Seller,A_GEN_NOTAX,1,USD,,,,13.08,FALSE,13.08,,,,,NJ,,,310150000,Wilmington,DE,US,,080030000,080030000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,0,,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+16:33:36,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,Standard,Seller,A_GEN_NOTAX,1,USD,,,,0.75,FALSE,0.75,0,0,,,NJ,,,310150000,Wilmington,DE,US,,080030000,080030000,ShipTo,State,DE,,,Y,0,0,-0.75,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,0,,0,Tax,Occupation Use Tax / No Sales or Use Tax Imposed,NonTaxable,0,0
,,,,2024-04-01+16:33:36,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,Standard,Seller,A_GEN_NOTAX,1,USD,,,,0.75,FALSE,0.75,,,,,NJ,,,310150000,Wilmington,DE,US,,080030000,080030000,ShipTo,City,NOT APPLICABLE,,,Y,0,0,-0.75,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,0,,0,Tax,,NonTaxable,0,0
,,,,2024-04-01+16:33:36,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,Standard,Seller,A_GEN_NOTAX,1,USD,,,,0.75,FALSE,0.75,,,,,NJ,,,310150000,Wilmington,DE,US,,080030000,080030000,ShipTo,County,NOT APPLICABLE,,,Y,0,0,-0.75,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,0,,0,Tax,,NonTaxable,0,0
,,,,2024-04-01+16:33:36,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,Standard,Seller,A_GEN_NOTAX,1,USD,,,,0.75,FALSE,0.75,,,,,NJ,,,310150000,Wilmington,DE,US,,080030000,080030000,ShipTo,District,NOT APPLICABLE,,,Y,0,0,-0.75,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,0,,0,Tax,,NonTaxable,0,0
,,,,2024-04-01+15:35:13,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,0.96,,,SD,,,420990180,FAIRMONT,MN,US,,240910360,240910360,ShipTo,State,MN,,,,,,,,,,,,,0.89,0.06875,Tax,General Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-01+15:35:13,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,SD,,,420990180,FAIRMONT,MN,US,,240910360,240910360,ShipTo,City,FAIRMONT,,,,,,,,,,,,,0.07,0.005,Tax,Local Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-01+15:35:13,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,SD,,,420990180,FAIRMONT,MN,US,,240910360,240910360,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+15:35:13,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,SD,,,420990180,FAIRMONT,MN,US,,240910360,240910360,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+18:02:41,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,0.78,,,DE,,,080030000,PHILADELPHIA,PA,US,,391013000,391013000,ShipTo,State,PA,,,,,,,,,,,,,0.78,0.06,Tax,Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-01+18:02:41,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,DE,,,080030000,PHILADELPHIA,PA,US,,391013000,391013000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+18:02:41,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,DE,,,080030000,PHILADELPHIA,PA,US,,391013000,391013000,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+18:02:41,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,DE,,,080030000,PHILADELPHIA,PA,US,,391013000,391013000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+00:00:35,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,0.79,,,MD,,,215100040,LUSBY,MD,US,,210090000,210090000,ShipTo,State,MD,,,,,,,,,,,,,0.79,0.06,Tax,Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-02+00:00:35,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,MD,,,215100040,LUSBY,MD,US,,210090000,210090000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+00:00:35,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,MD,,,215100040,LUSBY,MD,US,,210090000,210090000,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+00:00:35,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,MD,,,215100040,LUSBY,MD,US,,210090000,210090000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+07:35:45,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,0.65,,,WI,,,500590480,RACINE,WI,US,,501014075,501014075,ShipTo,State,WI,,,,,,,,,,,,,0.65,0.05,Tax,General Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-02+07:35:45,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,WI,,,500590480,RACINE,WI,US,,501014075,501014075,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+07:35:45,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,WI,,,500590480,RACINE,WI,US,,501014075,501014075,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+07:35:45,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,WI,,,500590480,RACINE,WI,US,,501014075,501014075,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+07:35:45,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,1.5,FALSE,1.5,0,0,,,WI,,,500590480,RACINE,WI,US,,501014075,501014075,ShipTo,State,WI,,,Y,0,0,-1.5,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0.05,Tax,General Sales and Use Tax,Taxable,0,0
,,,,2024-04-02+07:35:45,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,1.5,FALSE,1.5,,,,,WI,,,500590480,RACINE,WI,US,,501014075,501014075,ShipTo,City,NOT APPLICABLE,,,Y,0,0,-1.5,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,NonTaxable,0,0
,,,,2024-04-02+07:35:45,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,1.5,FALSE,1.5,,,,,WI,,,500590480,RACINE,WI,US,,501014075,501014075,ShipTo,County,NOT APPLICABLE,,,Y,0,0,-1.5,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,NonTaxable,0,0
,,,,2024-04-02+07:35:45,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,1.5,FALSE,1.5,,,,,WI,,,500590480,RACINE,WI,US,,501014075,501014075,ShipTo,District,NOT APPLICABLE,,,Y,0,0,-1.5,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,NonTaxable,0,0
,,,,2024-04-02+00:23:07,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,0.92,,,GA,,,110730000,OCALA,FL,US,,100830000,100830000,ShipTo,State,FL,,,,,,,,,,,,,0.79,0.06,Tax,Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-02+00:23:07,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,GA,,,110730000,OCALA,FL,US,,100830000,100830000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+00:23:07,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,GA,,,110730000,OCALA,FL,US,,100830000,100830000,ShipTo,County,MARION,,,,,,,,,,,,,0.13,0.01,Tax,Local Sales and Use Tax (Discretionary Sales Surtax),Taxable,0,13.08
,,,,2024-04-02+00:23:07,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,GA,,,110730000,OCALA,FL,US,,100830000,100830000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+21:33:17,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,0.72,,,WI,,,500790810,EDGAR,WI,US,,500730000,500730000,ShipTo,State,WI,,,,,,,,,,,,,0.65,0.05,Tax,General Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-01+21:33:17,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,WI,,,500790810,EDGAR,WI,US,,500730000,500730000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-01+21:33:17,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,WI,,,500790810,EDGAR,WI,US,,500730000,500730000,ShipTo,County,MARATHON,,,,,,,,,,,,,0.07,0.005,Tax,Local Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-01+21:33:17,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,WI,,,500790810,EDGAR,WI,US,,500730000,500730000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+12:23:33,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,1,FALSE,1,0,0,,,FL,,,100950000,CASSELBERRY,FL,US,,101172240,101172240,ShipTo,State,FL,,,Y,0,0,-1,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,Sales and Use Tax,NonTaxable,0,0
,,,,2024-04-02+12:23:33,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,1,FALSE,1,,,,,FL,,,100950000,CASSELBERRY,FL,US,,101172240,101172240,ShipTo,City,NOT APPLICABLE,,,Y,0,0,-1,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,NonTaxable,0,0
,,,,2024-04-02+12:23:33,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,1,FALSE,1,,,,,FL,,,100950000,CASSELBERRY,FL,US,,101172240,101172240,ShipTo,County,SEMINOLE,,,Y,0,0,-1,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,Local Sales and Use Tax (Discretionary Sales Surtax),NonTaxable,0,0
,,,,2024-04-02+12:23:33,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,1,FALSE,1,,,,,FL,,,100950000,CASSELBERRY,FL,US,,101172240,101172240,ShipTo,District,NOT APPLICABLE,,,Y,0,0,-1,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,NonTaxable,0,0
