Order_ID,Order_Date,Shipment_ID,Shipment_Date,Tax_Calculated_Date (UTC),Posted_Date,Marketplace,Merchant_ID,Fulfillment,ASIN,TS01,Transaction_Type,Tax_Collection_Model,Tax_Collection_Responsible_Party,Product_Tax_Code,Quantity,Currency,Buyer_Exemption_Code,Buyer_Exemption_Domain,Buyer_Exemption_Certificate_Id,Display_Price,Display_Price_Tax_Inclusive,TaxExclusive_Selling_Price,Total_Tax,Total_Tax_Collected_By_Amazon,Financial_Component,Ship_From_City,Ship_From_State,Ship_From_Country,Ship_From_Postal_Code,Ship_From_Tax_Location_Code,Ship_To_City,Ship_To_State,Ship_To_Country,Ship_To_Postal_Code,Ship_To_Location_Code,Taxed_Location_Code,Tax_Address_Role,Jurisdiction_Level,Jurisdiction_Name,Display_Promo_Amount,Display_Promo_Tax_Inclusive,isPromoApplied,postPromoTaxableBasis,prePromoTaxableBasis,Promo_Amount_Basis,Promo_ID_Domain,promoAmountTax,Promotion_Identifier,Promo_Rule_Reason_Code,Promo_Tax_Price_Type,Tax_Amount,Tax_Amount_Collected_By_Amazon,Taxed_Jurisdiction_Tax_Rate,Tax_Category,Tax_Type,Tax_Calculation_Reason_Code,NonTaxable_Amount,Taxable_Amount
,,,,2024-05-30+06:05:30,2024-05-30+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,Santa Clara,CA,US,,050853271,050853271,ShipTo,District,TRANSACTIONS AND USE TAX (JPBT),,,,,,,,,,,,,0.02,0.00125,Tax,Local Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-30+06:05:30,2024-05-30+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,Santa Clara,CA,US,,050853271,050853271,ShipTo,District,TRANSACTIONS AND USE TAX (SVTB),,,,,,,,,,,,,0.02,0.00125,Tax,Local Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-30+06:05:30,2024-05-30+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,Santa Clara,CA,US,,050853271,050853271,ShipTo,District,TRANSACTIONS AND USE TAX (SVTS),,,,,,,,,,,,,0.09,0.005,Tax,Local Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-30+06:05:30,2024-05-30+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,Santa Clara,CA,US,,050853271,050853271,ShipTo,District,TRANSIT DISTRICT (SCCT),,,,,,,,,,,,,0.09,0.005,Tax,Local Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-30+06:05:30,2024-05-30+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,Santa Clara,CA,US,,050853271,050853271,ShipTo,District,TRANSPORTATION AUTHORITY (SCVT),,,,,,,,,,,,,0.09,0.005,Tax,Local Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-30+03:11:59,2024-05-30+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,0,1.04,,,NC,,,341830000,SAINT LEONARD,MD,US,,210090000,210090000,ShipTo,State,MD,,,,,,,,,,,,,1.04,0.06,Tax,Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-30+03:11:59,2024-05-30+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,SAINT LEONARD,MD,US,,210090000,210090000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,17.29,0
,,,,2024-05-30+03:11:59,2024-05-30+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,SAINT LEONARD,MD,US,,210090000,210090000,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,17.29,0
,,,,2024-05-30+03:11:59,2024-05-30+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,SAINT LEONARD,MD,US,,210090000,210090000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,17.29,0
,,,,2024-05-30+10:53:05,2024-05-30+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,0,1.55,,,GA,,,111350000,GEISMAR,LA,US,,190050000,190050000,ShipTo,State,LA,,,,,,,,,,,,,0.77,0.0445,Tax,Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-30+10:53:05,2024-05-30+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,GA,,,111350000,GEISMAR,LA,US,,190050000,190050000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,17.29,0
,,,,2024-05-30+10:53:05,2024-05-30+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,GA,,,111350000,GEISMAR,LA,US,,190050000,190050000,ShipTo,County,ASCENSION,,,,,,,,,,,,,0.6,0.035,Tax,Local Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-30+10:53:05,2024-05-30+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,GA,,,111350000,GEISMAR,LA,US,,190050000,190050000,ShipTo,District,ASCENSION PARISH DRAINAGE DISTRICT,,,,,,,,,,,,,0.09,0.005,Tax,Local Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-30+10:53:05,2024-05-30+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,GA,,,111350000,GEISMAR,LA,US,,190050000,190050000,ShipTo,District,ASCENSION PARISH SALES TAX DISTRICT,,,,,,,,,,,,,0.09,0.005,Tax,Local Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-30+20:13:41,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,0,1.08,,,TX,,,444535425,SAN LEON,TX,US,,441670000,441670000,ShipTo,State,TX,,,,,,,,,,,,,1.08,0.0625,Tax,Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-30+20:13:41,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TX,,,444535425,SAN LEON,TX,US,,441670000,441670000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,17.29,0
,,,,2024-05-30+20:13:41,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TX,,,444535425,SAN LEON,TX,US,,441670000,441670000,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,17.29,0
,,,,2024-05-30+20:13:41,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TX,,,444535425,SAN LEON,TX,US,,441670000,441670000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,17.29,0
,,,,2024-05-30+17:31:55,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,0,1.21,,,NC,,,341830000,SARASOTA,FL,US,,101150000,101150000,ShipTo,State,FL,,,,,,,,,,,,,1.04,0.06,Tax,Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-30+17:31:55,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,SARASOTA,FL,US,,101150000,101150000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,17.29,0
,,,,2024-05-30+17:31:55,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,SARASOTA,FL,US,,101150000,101150000,ShipTo,County,SARASOTA,,,,,,,,,,,,,0.17,0.01,Tax,Local Sales and Use Tax (Discretionary Sales Surtax),Taxable,0,17.29
,,,,2024-05-30+17:31:55,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,SARASOTA,FL,US,,101150000,101150000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,17.29,0
,,,,2024-05-30+23:13:00,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,0,1.3,,,TN,,,431570560,Gainesville,Fl,US,,100010000,100010000,ShipTo,State,FL,,,,,,,,,,,,,1.04,0.06,Tax,Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-30+23:13:00,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TN,,,431570560,Gainesville,Fl,US,,100010000,100010000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,17.29,0
,,,,2024-05-30+23:13:00,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TN,,,431570560,Gainesville,Fl,US,,100010000,100010000,ShipTo,County,ALACHUA,,,,,,,,,,,,,0.26,0.015,Tax,Local Sales and Use Tax (Discretionary Sales Surtax),Taxable,0,17.29
,,,,2024-05-30+23:13:00,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TN,,,431570560,Gainesville,Fl,US,,100010000,100010000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,17.29,0
,,,,2024-05-30+22:23:40,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,0,1.43,,,TX,,,444535425,NEW BRAUNFELS,TX,US,,440915529,440915529,ShipTo,State,TX,,,,,,,,,,,,,1.08,0.0625,Tax,Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-30+22:23:40,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TX,,,444535425,NEW BRAUNFELS,TX,US,,440915529,440915529,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,17.29,0
,,,,2024-05-30+22:23:40,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TX,,,444535425,NEW BRAUNFELS,TX,US,,440915529,440915529,ShipTo,County,COMAL,,,,,,,,,,,,,0.09,0.005,Tax,Local Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-30+22:23:40,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TX,,,444535425,NEW BRAUNFELS,TX,US,,440915529,440915529,ShipTo,District,BULVERDE AREA RURAL LIBRARY DISTRICT,,,,,,,,,,,,,0.09,0.005,Tax,Local Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-30+22:23:40,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TX,,,444535425,NEW BRAUNFELS,TX,US,,440915529,440915529,ShipTo,District,COMAL COUNTY EMERGENCY SERVICES DISTRICT NO. 4,,,,,,,,,,,,,0.17,0.01,Tax,Local Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-30+23:15:24,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,0,1.21,,,WA,,,480330320,OAKLAND PARK,FL,US,,100111100,100111100,ShipTo,State,FL,,,,,,,,,,,,,1.04,0.06,Tax,Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-30+23:15:24,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,WA,,,480330320,OAKLAND PARK,FL,US,,100111100,100111100,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,17.29,0
,,,,2024-05-30+23:15:24,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,WA,,,480330320,OAKLAND PARK,FL,US,,100111100,100111100,ShipTo,County,BROWARD,,,,,,,,,,,,,0.17,0.01,Tax,Local Sales and Use Tax (Discretionary Sales Surtax),Taxable,0,17.29
,,,,2024-05-30+23:15:24,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,WA,,,480330320,OAKLAND PARK,FL,US,,100111100,100111100,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,17.29,0
,,,,2024-05-31+12:11:38,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,0,0.97,,,NY,,,330550000,PENFIELD,NY,US,,330550000,330550000,ShipTo,State,NY,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0.49,0.04,Tax,Sales and Compensating Use Tax,Taxable,0,12.08
,,,,2024-05-31+12:11:38,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NY,,,330550000,PENFIELD,NY,US,,330550000,330550000,ShipTo,City,NOT APPLICABLE,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,ZeroRated,12.08,0
,,,,2024-05-31+12:11:38,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NY,,,330550000,PENFIELD,NY,US,,330550000,330550000,ShipTo,County,MONROE,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0.48,0.04,Tax,Local Sales and Use Tax,Taxable,0,12.08
,,,,2024-05-31+12:11:38,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NY,,,330550000,PENFIELD,NY,US,,330550000,330550000,ShipTo,District,NOT APPLICABLE,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,ZeroRated,12.08,0
,,,,2024-05-31+18:23:44,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,0,0.85,,,TX,,,444535425,WESLEY CHAPEL,FL,US,,101010000,101010000,ShipTo,State,FL,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0.73,0.06,Tax,Sales and Use Tax,Taxable,0,12.08
,,,,2024-05-31+18:23:44,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TX,,,444535425,WESLEY CHAPEL,FL,US,,101010000,101010000,ShipTo,City,NOT APPLICABLE,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,ZeroRated,12.08,0
,,,,2024-05-31+18:23:44,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TX,,,444535425,WESLEY CHAPEL,FL,US,,101010000,101010000,ShipTo,County,PASCO,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0.12,0.01,Tax,Local Sales and Use Tax (Discretionary Sales Surtax),Taxable,0,12.08
,,,,2024-05-31+18:23:44,2024-05-31+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TX,,,444535425,WESLEY CHAPEL,FL,US,,101010000,101010000,ShipTo,District,NOT APPLICABLE,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,ZeroRated,12.08,0
,,,,2024-05-31+13:41:57,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,0,1.04,,,NC,,,341830000,Lorton,VA,US,,470590000,470590000,ShipTo,State,VA,,,,,,,,,,,,,0.75,0.043,Tax,Retail Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-31+13:41:57,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,Lorton,VA,US,,470590000,470590000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,17.29,0
,,,,2024-05-31+13:41:57,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,Lorton,VA,US,,470590000,470590000,ShipTo,County,FAIRFAX,,,,,,,,,,,,,0.17,0.01,Tax,Local Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-31+13:41:57,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,Lorton,VA,US,,470590000,470590000,ShipTo,District,NORTHERN VIRGINIA REGIONAL TRANSPORTATION DISTRICT,,,,,,,,,,,,,0.12,0.007,Tax,Local Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-31+18:21:53,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,0,0.79,,,NC,,,341830000,DELAND,FL,US,,101270000,101270000,ShipTo,State,FL,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0.73,0.06,Tax,Sales and Use Tax,Taxable,0,12.08
,,,,2024-05-31+18:21:53,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,DELAND,FL,US,,101270000,101270000,ShipTo,City,NOT APPLICABLE,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,ZeroRated,12.08,0
,,,,2024-05-31+18:21:53,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,DELAND,FL,US,,101270000,101270000,ShipTo,County,VOLUSIA,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0.06,0.005,Tax,Local Sales and Use Tax (Discretionary Sales Surtax),Taxable,0,12.08
,,,,2024-05-31+18:21:53,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,DELAND,FL,US,,101270000,101270000,ShipTo,District,NOT APPLICABLE,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,ZeroRated,12.08,0
,,,,2024-05-31+21:55:13,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,0,0.85,,,TX,,,444535425,SOUTH BEND,IN,US,,151411210,151411210,ShipTo,State,IN,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0.85,0.07,Tax,Gross Retail and Use Tax,Taxable,0,12.08
,,,,2024-05-31+21:55:13,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TX,,,444535425,SOUTH BEND,IN,US,,151411210,151411210,ShipTo,City,NOT APPLICABLE,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,ZeroRated,12.08,0
,,,,2024-05-31+21:55:13,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TX,,,444535425,SOUTH BEND,IN,US,,151411210,151411210,ShipTo,County,NOT APPLICABLE,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,ZeroRated,12.08,0
,,,,2024-05-31+21:55:13,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TX,,,444535425,SOUTH BEND,IN,US,,151411210,151411210,ShipTo,District,NOT APPLICABLE,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,ZeroRated,12.08,0
,,,,2024-05-31+18:03:49,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,0,1,,,TX,,,444535425,SAN ANTONIO,TX,US,,440295484,440295484,ShipTo,State,TX,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0.76,0.0625,Tax,Sales and Use Tax,Taxable,0,12.08
,,,,2024-05-31+18:03:49,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TX,,,444535425,SAN ANTONIO,TX,US,,440295484,440295484,ShipTo,City,NOT APPLICABLE,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,ZeroRated,12.08,0
,,,,2024-05-31+18:03:49,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TX,,,444535425,SAN ANTONIO,TX,US,,440295484,440295484,ShipTo,County,NOT APPLICABLE,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,ZeroRated,12.08,0
,,,,2024-05-31+18:03:49,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TX,,,444535425,SAN ANTONIO,TX,US,,440295484,440295484,ShipTo,District,CIBOLO CANYONS SPECIAL IMPROVEMENT DISTRICT,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0.18,0.015,Tax,Local Sales and Use Tax,Taxable,0,12.08
,,,,2024-05-31+18:03:49,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,TX,,,444535425,SAN ANTONIO,TX,US,,440295484,440295484,ShipTo,District,SAN ANTONIO METROPOLITAN TRANSIT AUTHORITY,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0.06,0.005,Tax,Local Sales and Use Tax,Taxable,0,12.08
,,,,2024-05-31+08:42:01,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,0,1.04,,,NC,,,341830000,CHESAPEAKE,VA,US,,475500155,475500155,ShipTo,State,VA,,,,,,,,,,,,,0.75,0.043,Tax,Retail Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-31+08:42:01,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,CHESAPEAKE,VA,US,,475500155,475500155,ShipTo,City,CHESAPEAKE,,,,,,,,,,,,,0.17,0.01,Tax,Local Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-31+08:42:01,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,CHESAPEAKE,VA,US,,475500155,475500155,ShipTo,County,CHESAPEAKE (IND CITY),,,,,,,,,,,,,0,0,Tax,Local Sales and Use Tax,NonTaxable,17.29,0
,,,,2024-05-31+08:42:01,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,CHESAPEAKE,VA,US,,475500155,475500155,ShipTo,District,HAMPTON ROADS REGIONAL TRANSPORTATION DISTRICT,,,,,,,,,,,,,0.12,0.007,Tax,Local Sales and Use Tax,Taxable,0,17.29
,,,,2024-05-31+15:31:52,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,0,0.88,,,NC,,,341830000,CHARLOTTE,NC,US,,341190170,341190170,ShipTo,State,NC,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0.58,0.0475,Tax,Sales and Use Tax,Taxable,0,12.08
,,,,2024-05-31+15:31:52,2024-06-01+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,17.29,FALSE,17.29,,,,,NC,,,341830000,CHARLOTTE,NC,US,,341190170,341190170,ShipTo,City,NOT APPLICABLE,,,Y,0,0,-5.21,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,ZeroRated,12.08,0
